Country,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density
India,2024,November,Friday,Afternoon,Rural,Main Road,Windy,251.810234444856,2,70,61+,Male,0.0111808979790747,1,Good,2,0,Severe,16,2,36.9340226992739,6084.26584716026,Wet,Weather,6,32501.3022052637,53294.4041158225,Australia,4716.00245052289
India,2024,July,Friday,Evening,Rural,Main Road,Windy,221.621071243852,4,92,41-60,Male,0.114671605506986,1,Poor,0,0,Severe,12,4,32.1494013408748,3270.42354461565,Wet,Drunk Driving,9,20520.6105055943,97028.6479557296,Asia,1353.40087211866
India,2024,March,Friday,Night,Urban,Street,Windy,307.81101067397,4,59,61+,Female,0.174301721923467,1,Moderate,1,2,Moderate,4,3,18.4733013838266,5111.47874013801,Wet,Drunk Driving,0,37490.2276815419,70593.1439585145,South America,1355.00497104879
India,2024,January,Friday,Night,Rural,Main Road,Windy,267.103277893477,2,115,18-25,Female,0.156541111526243,0,Poor,0,0,Moderate,11,4,45.0289608173878,3828.90541588666,Icy,Mechanical Failure,8,30020.3780102879,7386.12452744813,South America,4330.2512691419
India,2024,March,Friday,Evening,Rural,Street,Windy,358.516774471507,1,45,26-40,Female,0.186267406272704,0,Moderate,2,1,Severe,19,3,19.5301779935886,2151.68523830567,Icy,Drunk Driving,8,8775.42047322573,19991.6664913174,Asia,4860.28005166296
India,2024,January,Friday,Afternoon,Rural,Street,Windy,491.130349129574,1,41,26-40,Female,0.215913607521222,0,Moderate,1,2,Severe,2,2,29.9512927511053,8102.81446712765,Icy,Mechanical Failure,6,42107.1157451841,22902.8257258952,Australia,4366.87759568319
India,2024,August,Friday,Afternoon,Urban,Main Road,Windy,64.2826012384898,3,57,61+,Male,0.185448579441412,0,Moderate,0,1,Severe,18,0,56.719388707862,6918.30571906225,Dry,Weather,4,37743.3831124093,29724.1808946251,South America,3669.83484294585
India,2024,July,Friday,Afternoon,Rural,Main Road,Windy,348.99267338942,4,66,26-40,Female,0.0600440359807453,1,Good,2,0,Minor,1,4,55.706105240913,5281.0862138129,Icy,Speeding,9,27542.0941987487,92691.3363218675,Asia,4721.46818974155
India,2024,September,Friday,Afternoon,Rural,Highway,Windy,114.900766793977,1,111,<18,Male,0.231528551084167,1,Poor,2,2,Minor,10,4,7.91268862217191,7079.10824766424,Dry,Distracted Driving,1,36513.9689195967,71247.2948027941,Australia,1685.27172197143
India,2024,October,Friday,Night,Urban,Highway,Windy,256.06653609484,1,110,41-60,Male,0.163767916321775,0,Moderate,0,0,Severe,16,2,32.5501547555439,5523.32686995012,Snow-covered,Drunk Driving,1,2202.44229707837,58338.4930520698,Asia,2018.69783742949
India,2024,August,Friday,Evening,Rural,Street,Windy,477.069827099469,4,50,61+,Male,0.0218001488217561,1,Moderate,2,2,Moderate,10,4,37.9976631380255,538.673135669735,Snow-covered,Distracted Driving,3,6498.51563398405,6590.98987481781,Asia,837.276091581504
India,2024,July,Friday,Evening,Urban,Main Road,Windy,470.449731989938,1,74,18-25,Male,0.223643574174197,1,Good,1,0,Severe,7,3,56.1342090687018,3872.32982497691,Dry,Weather,9,36072.3972337782,52741.5264491454,North America,4775.66142178411
India,2024,January,Friday,Afternoon,Rural,Street,Windy,259.374237255171,4,60,41-60,Female,0.0478215140836306,1,Good,2,2,Minor,4,2,27.7941879381011,7169.51857088879,Icy,Speeding,5,12405.2218498019,30159.3607826995,South America,1313.88995534172
India,2024,November,Friday,Morning,Urban,Street,Windy,264.657252064464,2,90,18-25,Male,0.146074371605199,1,Poor,1,2,Moderate,14,2,23.7497901347358,5072.29181150085,Dry,Mechanical Failure,4,13994.6819473597,98056.878558706,North America,1606.00302079802
India,2024,May,Friday,Afternoon,Urban,Main Road,Snowy,398.509769241658,3,108,61+,Female,0.124311031205661,1,Good,2,0,Moderate,11,0,36.2796349469585,8760.33932556485,Dry,Weather,4,1769.39508715252,20678.9354069911,South America,1685.74632493167
India,2024,December,Friday,Afternoon,Rural,Highway,Snowy,456.134622027771,1,117,18-25,Female,0.0768524405913889,0,Good,0,0,Minor,2,3,21.0166692104281,4770.77878711613,Snow-covered,Distracted Driving,3,10830.9144512338,4589.98312978173,Australia,1489.54621839486
India,2024,June,Friday,Afternoon,Urban,Main Road,Snowy,211.930653713355,3,96,<18,Female,0.12260135246917,0,Moderate,1,2,Severe,8,4,32.9024282528903,1365.34482517703,Dry,Mechanical Failure,7,13377.2737489214,27675.3197240879,South America,134.802258285688
India,2024,January,Friday,Night,Rural,Street,Snowy,236.085324973538,1,113,61+,Male,0.0659337632852511,0,Moderate,2,2,Moderate,16,1,46.3327406918199,7341.67784685008,Wet,Speeding,3,9816.87986669645,69793.2544062841,South America,3779.65838715328
India,2024,May,Friday,Evening,Urban,Main Road,Snowy,315.870055552495,1,30,26-40,Male,0.18504957384336,0,Moderate,1,1,Minor,6,2,40.1975488468097,7382.63054984748,Snow-covered,Distracted Driving,0,27282.2049258939,97178.3867625053,South America,269.998132086402
India,2024,October,Friday,Evening,Urban,Highway,Snowy,367.592853084468,3,49,41-60,Female,0.153200570394438,0,Poor,1,0,Moderate,5,1,45.3783888733901,4068.25901333382,Icy,Weather,1,8329.14436611187,24290.8189327549,North America,3524.38783654409
India,2024,March,Friday,Evening,Urban,Highway,Snowy,439.641693704361,4,36,61+,Male,0.0590763228451794,0,Moderate,1,1,Minor,13,3,21.1293804161902,6459.37389244314,Dry,Speeding,6,22180.8081421285,48645.6159936337,Australia,3838.93020935617
India,2024,October,Friday,Night,Rural,Main Road,Snowy,347.954863623118,4,66,26-40,Male,0.177802540459667,1,Poor,2,0,Severe,19,4,37.8740256827122,2311.66175022313,Dry,Mechanical Failure,3,49258.0575930874,41364.1287401014,Australia,362.846984621187
India,2024,January,Friday,Morning,Rural,Street,Snowy,264.023404586222,1,118,61+,Male,0.141468397606934,0,Good,0,0,Minor,12,0,32.202065487007,8224.13973209847,Snow-covered,Weather,5,44671.4988662105,71701.9655481917,Europe,2422.72533658982
India,2024,December,Friday,Morning,Rural,Highway,Snowy,90.6603484357892,3,72,18-25,Male,0.229833108125454,0,Good,1,0,Minor,16,0,55.7690985634599,5060.41974722765,Snow-covered,Weather,6,7416.8177752989,36233.3306932713,South America,1009.72959846959
India,2024,January,Friday,Evening,Rural,Main Road,Snowy,473.886296185038,2,59,26-40,Male,0.10384860491298,0,Moderate,1,1,Severe,16,2,17.9899359654502,7118.49669558095,Wet,Mechanical Failure,7,20657.59157425,55488.6913292107,Asia,2683.18715717842
India,2024,January,Friday,Morning,Urban,Main Road,Snowy,252.853295668083,3,119,61+,Male,0.138977788831097,0,Moderate,2,0,Severe,9,4,55.183582957398,6004.76017047425,Dry,Weather,7,23341.434193931,12968.1791061456,Australia,729.896162733776
India,2024,February,Friday,Evening,Rural,Street,Snowy,261.359154230501,3,58,26-40,Female,0.034990130589795,1,Poor,2,0,Moderate,3,4,48.0750315073151,5913.53493254532,Snow-covered,Weather,2,34418.8386948395,17993.378446851,Asia,4621.58695695587
India,2024,August,Friday,Morning,Urban,Street,Snowy,430.162234747115,3,35,61+,Female,0.0692376189637707,1,Moderate,0,1,Severe,17,3,40.0757865542007,2105.77063409837,Icy,Mechanical Failure,8,6756.26468292376,86475.0365088214,Europe,1817.65745315261
India,2024,July,Friday,Afternoon,Urban,Main Road,Snowy,214.814369108495,4,55,61+,Female,0.186378062337155,1,Good,1,1,Moderate,11,3,21.008695213702,9419.59163882481,Snow-covered,Weather,7,31418.0416495399,51160.1751027046,Australia,641.107748728617
India,2024,December,Friday,Night,Urban,Highway,Snowy,183.05669481434,1,78,61+,Male,0.148815003407734,0,Poor,2,2,Severe,9,2,59.3488470733221,7846.53261233871,Snow-covered,Speeding,0,44698.1498209821,31329.3864446102,South America,2937.82422083361
India,2024,June,Friday,Morning,Rural,Highway,Snowy,427.317187258116,1,107,18-25,Female,0.209405295525078,0,Good,0,1,Moderate,0,1,31.5850193359233,3514.92977919621,Wet,Speeding,8,5815.5148830563,85752.0521985656,Asia,2497.27784342394
India,2024,June,Friday,Morning,Rural,Street,Snowy,102.451914470461,3,66,61+,Male,0.124292963941677,0,Poor,1,2,Minor,18,0,57.0569452750376,8867.10547984974,Icy,Speeding,8,45929.7075999143,45609.0213265788,Australia,4622.91117675013
India,2024,November,Friday,Afternoon,Urban,Main Road,Rainy,225.211269932999,4,109,61+,Male,0.0713202514282575,1,Poor,2,2,Moderate,16,2,13.3765986882498,7560.65209198962,Dry,Distracted Driving,6,37332.9954484519,24043.8565625985,North America,503.901859702331
India,2024,December,Friday,Evening,Rural,Street,Rainy,397.255113063822,4,89,61+,Female,0.0610100141462573,1,Poor,0,1,Moderate,5,0,42.8057441907417,851.027893492719,Dry,Weather,3,32782.419113379,42155.3863994947,North America,3492.24340230819
India,2024,January,Friday,Night,Urban,Highway,Rainy,479.503640969003,2,107,26-40,Female,0.189782150877756,1,Moderate,1,1,Minor,13,1,11.791321932686,7250.98986723172,Icy,Weather,0,16827.2599873999,99972.6432590355,Europe,1994.53397393574
India,2024,June,Friday,Night,Rural,Highway,Rainy,201.981444908254,4,97,26-40,Female,0.2167696272378,1,Moderate,2,1,Severe,18,2,55.8707983473245,7724.53032772243,Dry,Weather,6,40992.112598117,95525.5658213637,Australia,2154.06997886359
India,2024,December,Friday,Night,Rural,Street,Rainy,186.623866413887,1,116,61+,Male,0.114438615805975,0,Poor,1,0,Severe,7,1,31.0685836367213,1527.43085777208,Dry,Distracted Driving,3,44109.1342940262,74557.6390872646,Asia,3228.23864333745
India,2024,June,Friday,Afternoon,Urban,Street,Rainy,171.361189424277,3,72,61+,Female,0.190958651049609,0,Poor,2,2,Minor,12,1,49.1497636407081,849.789073360292,Snow-covered,Distracted Driving,1,24064.6969403195,30433.9498801456,South America,2206.52180516859
India,2024,December,Friday,Morning,Urban,Main Road,Rainy,316.856252881472,1,58,61+,Male,0.0519643755736129,1,Moderate,1,1,Minor,8,4,23.1263571256636,4884.28075316364,Snow-covered,Mechanical Failure,7,22665.2004592115,78386.8829626889,Asia,4121.06900695884
India,2024,October,Friday,Evening,Urban,Highway,Rainy,448.193015598313,1,70,41-60,Male,0.140804885666767,0,Poor,1,0,Moderate,4,1,28.0061036081224,682.378326417016,Icy,Mechanical Failure,5,18549.8083613029,96391.7782311878,North America,3144.58508818844
India,2024,June,Friday,Morning,Urban,Street,Rainy,183.512989242519,1,78,18-25,Female,0.0743637793141611,0,Poor,0,1,Severe,2,0,22.061089052744,8048.63274487762,Wet,Mechanical Failure,4,7752.29700900242,32254.1330202467,North America,1935.05000415834
India,2024,November,Friday,Morning,Rural,Main Road,Rainy,75.9275980215092,1,96,26-40,Female,0.20166510246289,0,Moderate,1,0,Moderate,15,0,41.1161732682301,6187.40781265649,Wet,Mechanical Failure,2,1400.20825402977,15533.5281703203,Europe,4032.59565198364
India,2024,October,Friday,Afternoon,Rural,Main Road,Rainy,72.7884844633338,2,109,41-60,Female,0.18956302227911,1,Good,0,2,Severe,15,3,56.0463524361669,7472.73849403224,Icy,Speeding,5,45650.7980259254,22042.3755236116,Australia,4553.94341023243
India,2024,January,Friday,Morning,Rural,Main Road,Rainy,241.673678661067,1,78,41-60,Female,0.233958431128776,0,Moderate,0,0,Severe,16,4,35.7128180198055,195.587745516113,Snow-covered,Distracted Driving,1,5521.7250193775,19016.0040073025,North America,3631.51336589555
India,2024,August,Friday,Evening,Urban,Highway,Rainy,65.065928023901,3,46,61+,Female,0.211100212437528,1,Moderate,2,2,Severe,14,4,55.0673612123084,6326.95119500047,Icy,Distracted Driving,7,45042.1995824516,21743.2219237933,Australia,4380.73983868902
India,2024,March,Friday,Morning,Urban,Highway,Rainy,80.3060005142052,4,70,18-25,Female,0.14644733033553,1,Good,2,1,Severe,14,2,32.0881178959928,2496.05910483476,Icy,Speeding,1,18440.731808607,37270.9897701005,Asia,2166.85138258925
India,2024,July,Friday,Night,Urban,Highway,Rainy,439.698649077053,2,65,26-40,Female,0.224583866705095,1,Moderate,1,2,Moderate,6,1,8.66200649229718,538.352844147742,Snow-covered,Mechanical Failure,2,47456.7093348868,77552.5211148666,South America,1965.85316935164
India,2024,December,Friday,Afternoon,Urban,Main Road,Foggy,488.74665021644,2,39,18-25,Male,0.159825165588751,1,Good,1,2,Severe,18,4,39.1448539956019,9001.72997715935,Icy,Weather,0,21023.7495909908,11000.3288949929,Asia,523.147413753121
India,2024,July,Friday,Evening,Urban,Street,Foggy,454.202059058613,2,36,26-40,Female,0.0590588163807217,1,Good,1,0,Severe,17,2,23.8250160742881,6272.40257725268,Wet,Drunk Driving,4,32031.9159341585,39897.1104090618,Europe,4924.79817300957
India,2024,December,Friday,Night,Rural,Highway,Foggy,153.882637589452,2,69,41-60,Male,0.0498132952127544,1,Poor,1,2,Severe,18,0,47.4644734377165,251.485136668371,Icy,Speeding,6,10801.9205083775,59868.8261202572,Asia,4175.00330141475
India,2024,July,Friday,Night,Rural,Highway,Foggy,259.336840749448,2,111,61+,Male,0.23713290197517,1,Poor,1,1,Minor,4,4,14.9084524537351,7673.33969077327,Wet,Distracted Driving,4,14958.2351991393,54075.5152223775,South America,4627.5986439365
India,2024,December,Friday,Afternoon,Urban,Main Road,Foggy,257.105110313523,2,89,18-25,Male,0.18104676094182,1,Poor,1,0,Severe,5,3,42.431596645041,9185.54716455461,Dry,Distracted Driving,7,16400.1587280757,82846.0958564358,South America,4893.21228905997
India,2024,May,Friday,Night,Rural,Street,Foggy,149.43047220185,2,50,18-25,Female,0.214344090189219,1,Good,2,2,Moderate,11,1,57.9740794091474,3315.14268288242,Snow-covered,Speeding,4,44024.985764282,42202.5144080784,North America,3000.02236630182
India,2024,August,Friday,Morning,Urban,Street,Foggy,220.214790416605,4,87,26-40,Female,0.0108032211049986,0,Good,0,1,Moderate,16,4,22.9792983100373,4678.35980177273,Snow-covered,Distracted Driving,6,19968.4880040174,69397.041420889,Europe,1008.89886064358
India,2024,August,Friday,Evening,Urban,Main Road,Foggy,377.743168296072,2,103,18-25,Male,0.0513214837033966,1,Moderate,1,0,Severe,9,3,45.948606909727,6383.17382172008,Dry,Drunk Driving,2,32568.9037414263,64358.7128979137,South America,404.598764547371
India,2024,July,Friday,Morning,Rural,Main Road,Foggy,291.638611199046,3,47,26-40,Male,0.194513363901384,0,Good,0,1,Moderate,0,1,5.17140974490126,689.879215833574,Snow-covered,Distracted Driving,3,8252.39790967272,13241.9572311258,Australia,1494.25706388442
India,2024,February,Friday,Evening,Urban,Main Road,Foggy,454.091866589371,3,52,41-60,Male,0.0739548879266392,0,Poor,0,0,Moderate,19,3,53.3908641636034,4371.65261506723,Dry,Drunk Driving,4,2135.73843020542,45513.6275779463,South America,303.515251883615
India,2024,December,Friday,Morning,Rural,Main Road,Foggy,123.74277994594,3,108,18-25,Female,0.22580506382684,0,Moderate,1,2,Moderate,1,1,29.5154772091907,420.514139796937,Wet,Mechanical Failure,3,38872.2777547401,31770.4116310999,Asia,2615.16893269774
India,2024,February,Friday,Afternoon,Rural,Highway,Foggy,387.806895374676,1,106,61+,Male,0.0670779037545693,0,Poor,1,0,Severe,12,2,37.3227329383759,2179.22741538226,Icy,Speeding,5,43484.7857232005,2791.45619815011,Australia,1541.71180460176
India,2024,April,Friday,Night,Rural,Highway,Clear,265.344174436862,2,54,18-25,Male,0.0895067788072729,0,Good,0,0,Moderate,8,3,41.7996537161491,1879.67181080105,Dry,Mechanical Failure,0,42235.3551871882,46452.9078573148,Asia,1565.63292341523
Japan,2024,July,Wednesday,Afternoon,Urban,Main Road,Windy,441.15290570493,4,69,18-25,Female,0.0057987286261286,0,Good,0,2,Minor,1,4,32.8129566652198,6316.51069533431,Wet,Weather,4,38540.2145678037,74789.5613461224,Europe,4357.14157359026
Japan,2024,November,Wednesday,Evening,Urban,Main Road,Windy,404.438126189259,4,113,41-60,Female,0.130730624837423,0,Poor,2,0,Minor,15,4,10.5809965496311,4337.52265762627,Snow-covered,Mechanical Failure,5,11729.5148912375,95755.572526279,South America,2707.18899508515
Japan,2024,March,Wednesday,Evening,Urban,Highway,Windy,230.322368480048,2,46,18-25,Female,0.118266214029894,1,Moderate,2,2,Moderate,18,2,31.2545268949956,4071.0561384346,Snow-covered,Distracted Driving,3,18183.3899085162,68119.9705640733,South America,4985.11893313094
Japan,2024,February,Wednesday,Evening,Urban,Highway,Windy,81.1079795012917,3,114,<18,Male,0.0815610601315324,1,Poor,1,2,Moderate,7,1,55.8623781691763,1862.65559735906,Snow-covered,Drunk Driving,4,14331.6401133412,47782.3511209947,South America,2809.19427242594
Japan,2024,September,Wednesday,Afternoon,Urban,Highway,Windy,430.31526969065,1,107,26-40,Male,0.224743266064901,0,Moderate,2,1,Moderate,1,0,52.8641085245095,6530.71614651004,Dry,Drunk Driving,5,48481.1791518735,60571.7526821963,Australia,3472.70323226608
Japan,2024,April,Wednesday,Evening,Urban,Main Road,Windy,360.026155682108,4,88,18-25,Male,0.11397829753899,1,Good,1,0,Severe,8,2,58.3338480262179,5962.5256440052,Snow-covered,Drunk Driving,2,27880.7702281812,15763.9129240768,North America,3294.85827011033
Japan,2024,November,Wednesday,Night,Rural,Street,Windy,185.155656219429,3,93,61+,Female,0.110746846644358,1,Good,2,2,Minor,16,3,38.3596280068116,6282.35432490287,Snow-covered,Mechanical Failure,2,38414.5202260973,98635.1767590519,North America,3761.7801003671
Japan,2024,May,Wednesday,Night,Urban,Highway,Windy,382.889839313268,3,42,26-40,Female,0.142244627542734,0,Poor,2,0,Severe,16,4,58.4398644706097,5322.4946915262,Icy,Weather,1,45450.6141978288,63140.6278523572,Europe,4550.24480934402
Japan,2024,February,Wednesday,Evening,Urban,Highway,Windy,387.646366705216,2,94,41-60,Female,0.218613303583845,1,Good,0,1,Minor,9,4,8.31127839314487,8507.36984820063,Icy,Weather,7,33071.552015887,84621.4235319857,Europe,2972.55379035036
Japan,2024,April,Wednesday,Afternoon,Urban,Street,Windy,234.781052799906,4,82,26-40,Female,0.0433091197444955,0,Poor,0,2,Moderate,4,4,6.66206129908618,4802.80454456583,Snow-covered,Weather,9,28051.2554443917,67435.1969484161,South America,2687.73360072997
Japan,2024,December,Wednesday,Afternoon,Urban,Street,Windy,334.439611770907,4,32,41-60,Female,0.0501464945602066,1,Moderate,1,0,Severe,15,3,32.8290615066493,5300.41761951066,Dry,Distracted Driving,8,3136.68961906521,51709.8063150588,North America,2843.38150528655
Japan,2024,February,Wednesday,Afternoon,Rural,Street,Windy,404.965516040246,4,96,18-25,Female,0.020493893986038,0,Poor,1,2,Minor,15,4,41.2313602925575,6646.83115751004,Snow-covered,Speeding,0,7341.44016653837,3447.67795102001,Asia,1659.09364340467
Japan,2024,August,Wednesday,Night,Rural,Main Road,Windy,83.3919743687636,2,60,41-60,Male,0.0702473832052878,0,Moderate,1,0,Minor,14,2,7.20461041051366,6183.21087517808,Wet,Drunk Driving,3,11619.5114136317,15663.4470967224,North America,2727.36768001713
Japan,2024,April,Wednesday,Morning,Rural,Main Road,Windy,435.827920800808,1,33,18-25,Male,0.24423701776863,0,Poor,0,2,Minor,15,3,39.2578580748197,1261.61433555274,Snow-covered,Weather,4,11790.0489148813,66375.8612387166,Asia,4007.80547081367
Japan,2024,August,Wednesday,Morning,Urban,Main Road,Snowy,176.666333320479,1,75,41-60,Female,0.176324516926018,1,Moderate,2,1,Minor,15,1,34.013254294062,997.635167067597,Dry,Weather,6,32683.8776731984,4603.43484833055,North America,2464.36174204582
Japan,2024,January,Wednesday,Morning,Rural,Main Road,Snowy,89.8915139516991,4,117,26-40,Female,0.0433445159061567,1,Poor,2,0,Severe,19,3,29.9281346928756,6920.19464391759,Dry,Drunk Driving,5,41495.0585555661,61242.7501237244,Asia,3885.33530760898
Japan,2024,November,Wednesday,Morning,Urban,Main Road,Snowy,218.15625161098,2,71,18-25,Female,0.0317862560153362,1,Poor,1,1,Severe,4,3,36.8770019669576,6135.43912576036,Wet,Mechanical Failure,5,7300.3375324105,50880.0549218106,Australia,2076.80782574859
Japan,2024,May,Wednesday,Night,Rural,Highway,Snowy,243.406351378842,4,37,61+,Male,0.182078675921787,0,Good,2,2,Moderate,6,1,48.6569342654637,8547.86504092803,Wet,Speeding,9,44531.7560540806,38380.9626939342,Europe,3909.82005824926
Japan,2024,June,Wednesday,Afternoon,Urban,Main Road,Snowy,380.10508585965,1,54,18-25,Female,0.0569038196183487,1,Moderate,0,0,Moderate,7,0,33.2315901749483,8979.40564157482,Dry,Distracted Driving,5,31726.5807919486,54137.9886221216,North America,3092.08776593745
Japan,2024,September,Wednesday,Afternoon,Rural,Highway,Snowy,364.216700304587,1,100,41-60,Female,0.106032595308143,0,Moderate,0,2,Severe,16,2,9.35158329206078,6407.92520334815,Icy,Mechanical Failure,7,30896.7134360691,54505.6265191977,North America,4677.7913395258
Japan,2024,December,Wednesday,Morning,Urban,Main Road,Snowy,464.035839203647,2,74,26-40,Female,0.137152142521468,0,Moderate,2,1,Severe,14,3,33.4738737629825,3190.55679853644,Icy,Distracted Driving,3,22795.30964717,57722.1523062177,North America,829.008901293032
Japan,2024,January,Wednesday,Afternoon,Rural,Highway,Snowy,71.4562688433245,1,56,41-60,Male,0.166535913613581,1,Moderate,1,1,Severe,2,1,42.6527218134846,1820.9554758887,Wet,Speeding,9,21544.8497133836,88086.5526831588,Europe,4128.25855478643
Japan,2024,March,Wednesday,Evening,Urban,Street,Snowy,54.2769697810849,1,36,41-60,Male,0.11285439197438,1,Moderate,2,0,Minor,7,0,54.8889960819783,1970.26512687786,Dry,Drunk Driving,4,34957.0881585245,21412.1652914983,Europe,3532.4253392664
Japan,2024,June,Wednesday,Morning,Urban,Street,Snowy,413.032032997683,3,80,41-60,Male,0.190251709615478,1,Good,0,2,Severe,16,4,24.9933977194742,258.698338330483,Icy,Drunk Driving,9,46323.660856308,53111.0370396777,South America,4440.70842705061
Japan,2024,October,Wednesday,Night,Urban,Street,Rainy,320.366656438545,1,96,41-60,Male,0.171943629239574,1,Poor,1,0,Moderate,14,2,9.83538888029286,5642.0172386226,Icy,Distracted Driving,0,28125.3817519744,92813.1379456927,Asia,894.984837391062
Japan,2024,February,Wednesday,Afternoon,Rural,Main Road,Rainy,119.868056345542,3,83,18-25,Female,0.145500573669002,1,Poor,1,2,Minor,10,4,53.3793092927345,3862.54965683061,Snow-covered,Speeding,3,45251.4997628773,74418.424148357,Europe,302.654331291861
Japan,2024,April,Wednesday,Afternoon,Urban,Street,Rainy,328.931917564777,4,88,<18,Female,0.0580856923076991,1,Poor,1,0,Moderate,6,1,46.1115245397353,1533.16770103044,Dry,Weather,4,2727.70717943559,4970.85341839507,Asia,1154.09945579637
Japan,2024,March,Wednesday,Evening,Rural,Street,Rainy,492.598103263436,2,64,18-25,Male,0.126489642078047,0,Moderate,0,1,Severe,13,0,12.0923196272556,8003.57559338081,Snow-covered,Mechanical Failure,9,36358.463187619,94869.4664918109,Europe,4725.8963663479
Japan,2024,February,Wednesday,Night,Rural,Highway,Rainy,479.73307626427,2,68,61+,Female,0.0207266122189212,1,Poor,1,1,Severe,14,3,6.34085590767518,6072.94734652579,Dry,Speeding,2,29655.5246488338,29737.4359277429,North America,4451.11846257074
Japan,2024,December,Wednesday,Afternoon,Rural,Main Road,Rainy,238.631809550136,2,38,26-40,Male,0.143255919797324,1,Moderate,0,0,Moderate,17,4,23.1393661946789,1092.13218889802,Dry,Distracted Driving,9,32367.1095429721,4072.87052027367,Europe,3520.3480838006
Japan,2024,May,Wednesday,Morning,Rural,Main Road,Rainy,313.03645914646,2,93,41-60,Female,0.165598049820435,1,Moderate,2,2,Moderate,2,3,38.5714451552812,7210.86593357566,Dry,Speeding,4,7082.91821142037,28017.1997523627,North America,1045.77302551736
Japan,2024,July,Wednesday,Morning,Rural,Street,Rainy,354.414488375169,1,94,26-40,Male,0.0698534636119422,1,Good,0,2,Minor,18,2,7.88205735280628,7092.81234114524,Wet,Drunk Driving,8,40652.0338302728,75327.676313132,North America,1613.37006298236
Japan,2024,August,Wednesday,Afternoon,Urban,Street,Rainy,165.235212003752,2,80,<18,Female,0.0766592933982371,0,Good,2,1,Minor,11,3,42.5826478556803,3688.61114377379,Snow-covered,Drunk Driving,1,27152.9917987836,43487.9199410981,South America,3486.38470265065
Japan,2024,October,Wednesday,Night,Rural,Highway,Rainy,293.303923616594,1,76,<18,Female,0.049034182008286,0,Poor,0,0,Moderate,17,1,10.0439723448941,4937.38146171264,Wet,Drunk Driving,1,44056.7512582457,57194.832892865,South America,431.583903076196
Japan,2024,August,Wednesday,Afternoon,Rural,Highway,Rainy,457.465888634696,1,56,26-40,Male,0.0616840420611458,0,Good,0,0,Moderate,4,3,20.7556127905538,9283.63008904917,Snow-covered,Distracted Driving,4,5608.91644944357,25667.4083503813,South America,1297.77071889848
Japan,2024,October,Wednesday,Morning,Urban,Street,Rainy,237.650653684674,2,118,<18,Male,0.0215633328622601,1,Moderate,2,2,Minor,7,0,25.7684636341199,7843.64871526579,Wet,Mechanical Failure,6,29422.6766676458,24369.0746146375,Australia,2156.67556857528
Japan,2024,April,Wednesday,Afternoon,Rural,Street,Rainy,149.401159388804,2,68,26-40,Male,0.0674358847914476,0,Moderate,1,2,Severe,6,0,39.692552063784,795.63989238579,Wet,Drunk Driving,9,2724.60180359027,53908.7906865561,North America,1426.29949226061
Japan,2024,March,Wednesday,Evening,Rural,Main Road,Rainy,137.304752468576,3,85,61+,Female,0.0286458123408581,0,Poor,0,0,Severe,13,3,59.037381757221,9133.7059064597,Snow-covered,Drunk Driving,4,1678.46819752342,98150.3363879208,Asia,1147.6669746462
Japan,2024,July,Wednesday,Night,Rural,Main Road,Rainy,178.849050332349,4,83,26-40,Male,0.108735107110849,0,Poor,1,2,Minor,4,4,36.8968960682594,1691.35524510883,Icy,Drunk Driving,5,18931.6809322542,2756.28021618707,South America,4706.21924055518
Japan,2024,March,Wednesday,Afternoon,Rural,Highway,Rainy,263.840113079464,2,109,<18,Male,0.033869387781288,1,Good,2,1,Moderate,16,2,52.1170899045955,5878.33162941514,Icy,Distracted Driving,8,42625.9275346725,41537.510452353,South America,2387.50309258175
Japan,2024,June,Wednesday,Night,Urban,Street,Rainy,364.341860986538,2,38,41-60,Female,0.207256278252925,0,Moderate,0,1,Minor,16,3,37.9698169861338,3850.19713459684,Snow-covered,Speeding,3,24333.2415677576,62800.5260627356,Asia,2214.24901401974
Japan,2024,May,Wednesday,Evening,Rural,Street,Rainy,403.208669011327,2,45,41-60,Male,0.0804765291961221,1,Good,1,1,Minor,15,3,7.9450134235998,8279.7503005172,Snow-covered,Weather,6,4055.00723726375,82705.5984249059,Australia,4746.00789245416
Japan,2024,December,Wednesday,Evening,Rural,Highway,Rainy,124.070057500889,4,94,26-40,Male,0.121822946441923,0,Good,2,0,Minor,2,0,15.5687746959702,2501.80356131412,Wet,Distracted Driving,2,44387.5605917099,86661.0923108185,South America,4144.89078789736
Japan,2024,June,Wednesday,Morning,Urban,Highway,Rainy,347.457094374846,1,88,41-60,Female,0.22835084346599,1,Good,2,0,Severe,12,0,54.6365613880812,9699.97413407523,Snow-covered,Speeding,1,11167.7258052234,99641.2146243697,Europe,4348.95187860322
Japan,2024,September,Wednesday,Afternoon,Urban,Main Road,Rainy,146.801851028596,2,64,41-60,Male,0.118928583640186,0,Poor,1,0,Severe,4,2,37.5096906017082,9478.07970399117,Dry,Weather,1,16431.1336075865,17193.329833547,Australia,4482.37326712991
